cod;nome;período;valor
41;PR;2014;97.23
42;SC;2014;40.34
50;MS;2014;82.04
51;MT;2014;133.77
52;GO;2014;164
53;DF;2014;110.25
11;RO;2014;83.63
12;AC;2014;89.11
13;AM;2014;113.09
14;RR;2014;68.62
15;PA;2014;146.07
16;AP;2014;134.96
17;TO;2014;82.41
21;MA;2014;133.95
22;PI;2014;89.19
23;CE;2014;222.59
24;RN;2014;208.85
25;PB;2014;161.83
26;PE;2014;148.09
27;AL;2014;270.25
28;SE;2014;198.35
29;BA;2014;173.49
26;PE;2015;171.24
14;RR;2015;91.41
13;AM;2015;131.13
12;AC;2015;81.73
11;RO;2015;93.86
16;AP;2015;140.95
17;TO;2015;108.18
21;MA;2015;129.31
22;PI;2015;73.37
23;CE;2015;194.7
24;RN;2015;197.4
25;PB;2015;155.55
27;AL;2015;233
28;SE;2015;230.45
29;BA;2015;176.35
31;MG;2015;85.58
32;ES;2015;153.56
33;RJ;2015;134.71
35;SP;2015;40.02
41;PR;2015;99.68
15;PA;2015;155.95
42;SC;2015;45.46
43;RS;2015;97.82
50;MS;2015;70.09
51;MT;2015;110.02
52;GO;2015;171.93
53;DF;2015;91.68
52;GO;2016;177.23
11;RO;2016;98.38
12;AC;2016;154.79
13;AM;2016;124.92
14;RR;2016;107.69
15;PA;2016;181.27
16;AP;2016;196.94
17;TO;2016;124.94
21;MA;2016;125.06
22;PI;2016;86.47
23;CE;2016;166.13
24;RN;2016;237.27
53;DF;2016;95.35
25;PB;2016;133.02
26;PE;2016;200.54
27;AL;2016;240
28;SE;2016;280.62
29;BA;2016;218.4
31;MG;2016;92.03
32;ES;2016;133.02
33;RJ;2016;166.73
35;SP;2016;34.45
41;PR;2016;107.91
42;SC;2016;48.8
43;RS;2016;113.39
50;MS;2016;71.93
51;MT;2016;109.63
26;PE;2017;255.41
11;RO;2017;82.25
12;AC;2017;236.26
13;AM;2017;151.54
14;RR;2017;110.63
15;PA;2017;195.62
16;AP;2017;188.82
17;TO;2017;133.52
21;MA;2017;115.08
22;PI;2017;73.11
23;CE;2017;262.58
24;RN;2017;281.91
25;PB;2017;136.84
27;AL;2017;252.29
28;SE;2017;240.51
29;BA;2017;228.66
31;MG;2017;81.76
32;ES;2017;156.95
33;RJ;2017;176.24
35;SP;2017;33.35
41;PR;2017;91.44
42;SC;2017;53.62
43;RS;2017;117.04
50;MS;2017;72.29
51;MT;2017;98.51
52;GO;2017;166.62
53;DF;2017;76.56
25;PB;2018;127.36
11;RO;2018;67.05
12;AC;2018;183.53
13;AM;2018;132.42
14;RR;2018;258.3
15;PA;2018;191.18
16;AP;2018;224.85
17;TO;2018;131.21
21;MA;2018;101.22
22;PI;2018;72.78
23;CE;2018;214.88
24;RN;2018;226.34
26;PE;2018;182.98
27;AL;2018;189.04
28;SE;2018;215.29
29;BA;2018;211.67
31;MG;2018;58.98
32;ES;2018;114.99
33;RJ;2018;183.15
35;SP;2018;24.56
41;PR;2018;78.37
42;SC;2018;39.82
43;RS;2018;91.88
50;MS;2018;61.69
51;MT;2018;89.96
52;GO;2018;150.41
53;DF;2018;63.18
23;CE;2019;99.52
52;GO;2019;125.06
11;RO;2019;55.93
12;AC;2019;132.63
13;AM;2019;141.57
14;RR;2019;107.98
15;PA;2019;140.53
16;AP;2019;195.13
17;TO;2019;99.33
21;MA;2019;81.39
22;PI;2019;57.36
50;MS;2019;50.04
53;DF;2019;55.06
43;RS;2019;70.82
51;MT;2019;76.46
42;SC;2019;32.75
41;PR;2019;65.08
35;SP;2019;22.24
33;RJ;2019;99.36
32;ES;2019;107.43
31;MG;2019;49.67
29;BA;2019;184.33
28;SE;2019;176.85
27;AL;2019;134.19
26;PE;2019;151.3
25;PB;2019;86.97
24;RN;2019;159.41
